decision_id,source,historical_split,family,horizon,strict_label,strict_advantage,U_B,U_D,U_R,A_int,A_DR,method,choice,selected_outcome,selected_utility,diagnostic_only,predicted_A_int,predicted_A_DR,tau,oracle_gate,oracle_choice
929a8a217ef65843737760bf2c101ed24365a2b9f2af5735e57d9e38e68986d9,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,20,strict_base,2.0,1.0,-1.0,-1.0,-2.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
21758c5bf6d4d7b60e9f2d488b374f80f389b11d8af18c6791d60babc6341fed,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,10,strict_detour,2.0,-1.0,1.0,-1.0,2.0,2.0,Base,base_continue,catastrophe,-1.0,False,,,,,
5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,10,strict_base,2.0,1.0,-1.0,-1.0,-2.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,10,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
4abc167708f703428980c20b052dc89fa622b27ce90591f342bd190d19f07b0e,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,5,no_good_option,0.0,-1.0,-1.0,-1.0,0.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,5,strict_base,2.0,1.0,-1.0,-1.0,-2.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,5,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,30,strict_detour,1.0,-1.0,1.0,-0.0,2.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
b33b5638a190a400704a4d1c954355c1522377e71560588a2139e1be7250dd88,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
d46499534dc0be148b6b545899dbfc4f93ed827155c722409bd4e4dfc56cadb1,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,20,strict_detour,1.0,-1.0,1.0,-0.0,2.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,20,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
919393b4fcd1357a87ed0d692f9a599a963c713d9442be307fb11b9a3254b1e4,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
7ca83a44e99d367d2e95daed5356b7f69806fa6d35b7dfdc4c906de79fb6c46b,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,10,strict_detour,1.0,-1.0,1.0,-0.0,2.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
2d8b7ebb946d6ae1c419be6f1d017402f4caebe3a41bdf1b45c4e307f9a0dfc8,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,10,base_tie,0.0,-0.0,-0.0,-0.0,0.0,0.0,Base,base_continue,safe_noncompletion,-0.0,False,,,,,
6b3d8f149775215a8dd6859260f47987723510b3fd3769527caf9e4de3de4482,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,10,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
8147506dceb773529f7f5cffa4cff343369b10ca9e09dd140f9f6b92508b75e5,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,5,no_good_option,0.0,-1.0,-1.0,-1.0,0.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
d0ed696615208ad1458c6e42fc544ce5da8855ea2978845ca4634bec010997da,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,5,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
06405c2a2739663946992d69964977e50eb1d9ea3d19c2bca8d155f48c58bc19,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,5,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
3f5a6bd73b2fbd27d4aa80b8d9c2e490713a3714416b856ecde76431d0a6e618,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass,40,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
f5b9a59ffe5ce63c17ac62f38c51af1d17070bd0e0285a1b081f6784e14234ec,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,offpath,40,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
e2b4cb16b6c82299394c7883a9577d110873e806274d9dd3fc3711f6555effa1,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,noglass,40,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
d70a5c79a08b635f803955fd4ec08bc82c7a197a619e3a08cefaf0415ceaffc3,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass,30,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
92c6389616c0405b089294ac52fd8c4aa00534d7037572fcee2f6e4cc6eeae6d,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,offpath,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
0ac81ecec4bd585cca014c2d6b24d219def6cc838747a7acfd0fb99dfe2d6893,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,noglass,30,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
72a1ebf3e52a6671263202e9672070a7013b2dde26219c45b247bf795a50aa76,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass,20,strict_retreat,1.0,-1.0,-1.0,-0.0,1.0,-1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
a0277575a74cb99f2dcd08f4f6e017565faaeb5c88c9f1ee7b8c71e53688c683,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,offpath,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
ce42361700188f5903885bc1affe1814e6390e128ef45d7452f5f6691aecd3d9,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,noglass,20,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
934ab253c7fd1fe941ee81c193820b2134914aeede1773bc31a10d61a4afba06,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass,10,strict_retreat,1.0,-1.0,-1.0,-0.0,1.0,-1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
adda857223fd2ba6236102475be45ef4252b7b79cd034b0a750e9c64c5081c34,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,offpath,10,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
964df9d7735c6129ef388d9b0070f0746e325136e24ecb40836e4645cab0ca10,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,noglass,10,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
d7a83459cf8aa26ed9fb64db5f2fee6516ff0efd5181aab296ce9e56131d34eb,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass,5,strict_detour,1.0,-1.0,-0.0,-1.0,1.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
ddbb93a95278a884eb6255bdeeb344c62f93593a77e43a5a0a6a1e14c6826ecb,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,offpath,5,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
8fb4d33f36ffe1615d2ba07bc1646fabf7b119cf8dff76e47ab3779a2829749e,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,noglass,5,base_tie,0.0,-0.0,-0.0,-0.0,0.0,0.0,Base,base_continue,safe_noncompletion,-0.0,False,,,,,
3b52e4d62f7cb42af442219b648b1fbb843b556c0a07828ecfe6524443134193,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass,30,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
2218b2589b3c49686f6a6ea041e54f40f73fd53579a968060082c58466ea26d5,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,offpath,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
fb5a57fe0687c64ece17903ce01ae92733ed65b358795e06fa6c13a522d7010b,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,30,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
3ddbe1e12c62eb0146f616ceb9ce6e48e60a8813c0c5512d2c54fc22b5e949bc,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass,20,strict_retreat,1.0,-1.0,-1.0,-0.0,1.0,-1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
63f5c8df3f40d39e40121624ab299ec26490b6465931e67415e5b39abffd29e7,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,offpath,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
ab1f14bd986007a3b2ecf47d815442c3aa1ef650b82f1240cab21b4d65b7b4ac,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,20,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
43f2bbbbfa3e37282a9cc7605f87507e77eb0045f02bb19b4811696d22618c3b,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass,10,strict_retreat,1.0,-1.0,-1.0,-0.0,1.0,-1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
36cd365440fc812ef0e72e970a96b609054d53bb41013055bd8cfe944ae6202c,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,offpath,10,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
e676faab7ac5fc775f47f40d7b533315831c9db0d4edc1b25ec0019189dffe25,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,10,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
a649bbb65ec1b7ffee000fb9dc16e27ba60acebb93831cb4d78f77fd0e575e9e,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass,5,base_tie,0.0,-0.0,-1.0,-0.0,0.0,-1.0,Base,base_continue,safe_noncompletion,-0.0,False,,,,,
b21f0f5bb919b132f99c8fe499127acae8d7fb31bc2603305aa137109ed4ac59,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,offpath,5,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
b6c20cff6489ed9caf015bf6c181d7b77f4615c3e44b83a134b95fbb68355344,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,5,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
82182bde0cdb3ab90d335aa3dedadcd94882aac4d2ccd658e64085e2e2c318ca,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,40,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
171e3b9ff29671f49fb01da35f57ac039a44ad527f5a38c52fa09bf91919fd5f,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,40,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
e57cf4f5a120b8251b4725894eab5f28c320245fa3d277e65d1aa3e43826522e,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,40,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
eace55b046569a0c99d63cbb3c8e1828a57a11c4923477307d21bbdb9791fbfb,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,30,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
029b72a3ea7b0072025eba7e153d77bed56e532fce1a1fb8ba870254eadb2fb1,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
02b1e090c4bb02a5257308555fd5a5ce16e640989de9b8d1f4f84983e3baf594,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,30,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
51c6411d7b632764881a2614882479837d28852c635688a1a0832a7cd6a19234,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,20,strict_detour,1.0,-1.0,1.0,-0.0,2.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
af70e94307152ae0d4524d91633cfe1633c7c3f075a8f8540af9d9c672336aad,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
9bf197b7cf356ae6ea8459162b3edf83e0d58ded5eb715a5c97fb01ad0b155d7,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,20,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,10,strict_detour,1.0,-1.0,1.0,-0.0,2.0,1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
a55b43c5f14ef11dbbea606494181831abe093e54f8030214d63ecdb17a40cfa,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,10,base_tie,0.0,-0.0,-0.0,-0.0,0.0,0.0,Base,base_continue,safe_noncompletion,-0.0,False,,,,,
3c473c4d608ee768fe6944e79536c7d344deae2298dcc7fd695b122a87a35fd2,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,10,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,5,strict_retreat,1.0,-1.0,-1.0,-0.0,1.0,-1.0,Base,base_continue,catastrophe,-1.0,False,,,,,
db05c17974a1032f5835681f51f63fcb978004eecfe48098e0892f5bd6ada082,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,5,strict_base,1.0,1.0,-0.0,-0.0,-1.0,0.0,Base,base_continue,task_success,1.0,False,,,,,
6625cba0c3ed3b52b3d3abaac4a296e44c52d95ae94db04f2aae76eaf1c2759a,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,5,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
f0ddabe50bb424d9b9b354b3c85a691b99795bb3c0960b4d2e0bc9643c24e47b,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,40,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
ee193fc4201a642a01ca79ac32f138cb54fd5f63d9b411e52ce334a236aa7538,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,40,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
80767391ac8d08cd2339dfadc65c115edbba499db3d02b52d021560cff19cc90,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,40,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
3f9d03e48189508d798e52fae8c37c8bac6441dcc4399f6fe8943bbfb6534c5a,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,30,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
b8fc05595fb05a38bf37074f7a27451d439ab11959e6946661065981f830a122,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
2b8433a0319b9a206e6014c358a5776285617747afbceb5feb3a8b4882b2a387,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,30,base_tie,0.0,1.0,1.0,-0.0,0.0,1.0,Base,base_continue,task_success,1.0,False,,,,,
06fb0534950faa52db1b28a284170c6bf0016619c75d0da974035d1710747b2f,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,20,detour_retreat_tie,0.0,-1.0,-0.0,-0.0,1.0,0.0,Base,base_continue,catastrophe,-1.0,False,,,,,
